Report of US Population from 2015
City                                     State      ID         Population of City                       Count     
Kelford                                  NC         27         215                                      15378     
Kelly                                    NC         27         496                                      15379     
Kenansville                              NC         27         926                                      15380     
Kenly                                    NC         27         1674                                     15381     
Kernersville                             NC         27         23617                                    15382     
Kill Devil Hills                         NC         27         6881                                     15383     
King                                     NC         27         6697                                     15384     
Kings Grant                              NC         27         8913                                     15385     
Kings Mountain                           NC         27         10792                                    15386     
Kingstown                                NC         27         742                                      15387     
Kinston                                  NC         27         21540                                    15388     
Kittrell                                 NC         27         284                                      15389     
Kitty Hawk                               NC         27         3362                                     15390     
Knightdale                               NC         27         13243                                    15391     
Kure Beach                               NC         27         2286                                     15392     
La Grange                                NC         27         2842                                     15393     
Lake Junaluska                           NC         27         2682                                     15394     
Lake Lure                                NC         27         1409                                     15395     
Lake Norman of Catawba                   NC         27         7274                                     15396     
Lake Park village                        NC         27         3636                                     15397     
Lake Royale                              NC         27         3162                                     15398     
Lake Santeetlah                          NC         27         36                                       15399     
Lake Waccamaw                            NC         27         1465                                     15400     
Landis                                   NC         27         3097                                     15401     
Lansing                                  NC         27         194                                      15402     
Lasker                                   NC         27         124                                      15403     
Lattimore                                NC         27         469                                      15404     
Laurel Hill                              NC         27         931                                      15405     
Laurel Park                              NC         27         2765                                     15406     
Laurinburg                               NC         27         15694                                    15407     
Lawndale                                 NC         27         709                                      15408     
Leggett                                  NC         27         38                                       15409     
Leland                                   NC         27         16122                                    15410     
Lenoir                                   NC         27         17978                                    15411     
Lewiston Woodville                       NC         27         846                                      15412     
Lewisville                               NC         27         13212                                    15413     
Lexington                                NC         27         19129                                    15414     
Liberty                                  NC         27         2674                                     15415     
Light Oak                                NC         27         763                                      15416     
Lilesville                               NC         27         464                                      15417     
Lillington                               NC         27         3388                                     15418     
Lincolnton                               NC         27         10696                                    15419     
Linden                                   NC         27         169                                      15420     
Littleton                                NC         27         533                                      15421     
Locust                                   NC         27         2956                                     15422     
Long View                                NC         27         5050                                     15423     
Louisburg                                NC         27         3499                                     15424     
Love Valley                              NC         27         112                                      15425     
Lowell                                   NC         27         3594                                     15426     
Lowesville                               NC         27         3266                                     15427     
Lowgap                                   NC         27         350                                      15428     
Lucama                                   NC         27         930                                      15429     
Lumber Bridge                            NC         27         82                                       15430     
Lumberton                                NC         27         21721                                    15431     
McAdenville                              NC         27         660                                      15432     
Macclesfield                             NC         27         513                                      15433     
McDonald                                 NC         27         99                                       15434     
McFarlan                                 NC         27         162                                      15435     
McLeansville                             NC         27         897                                      15436     
Macon                                    NC         27         143                                      15437     
Madison                                  NC         27         2278                                     15438     
Maggie Valley                            NC         27         1533                                     15439     
Magnolia                                 NC         27         1211                                     15440     
Maiden                                   NC         27         3346                                     15441     
Mamers                                   NC         27         1029                                     15442     
Manns Harbor                             NC         27         1282                                     15443     
Manteo                                   NC         27         1522                                     15444     
Marble                                   NC         27         202                                      15445     
Marietta                                 NC         27         127                                      15446     
Marion                                   NC         27         7914                                     15447     
Mar-Mac                                  NC         27         3924                                     15448     
Marshall                                 NC         27         764                                      15449     
Marshallberg                             NC         27         312                                      15450     
Mars Hill                                NC         27         2410                                     15451     
Marshville                               NC         27         2538                                     15452     
Marvin village                           NC         27         5938                                     15453     
Matthews                                 NC         27         29352                                    15454     
Maury                                    NC         27         1563                                     15455     
Maxton                                   NC         27         2598                                     15456     
Mayodan                                  NC         27         2762                                     15457     
Maysville                                NC         27         915                                      15458     
Mebane                                   NC         27         13309                                    15459     
Mesic                                    NC         27         215                                      15460     
Micro                                    NC         27         603                                      15461     
Middleburg                               NC         27         154                                      15462     
Middlesex                                NC         27         1058                                     15463     
Midland                                  NC         27         3243                                     15464     
Midway                                   NC         27         4716                                     15465     
Millers Creek                            NC         27         1842                                     15466     
Millingport                              NC         27         368                                      15467     
Mills River                              NC         27         6964                                     15468     
Milton                                   NC         27         176                                      15469     
Mineral Springs                          NC         27         2797                                     15470     
Minnesott Beach                          NC         27         385                                      15471     
Mint Hill                                NC         27         24545                                    15472     
Misenheimer village                      NC         27         711                                      15473     
Mocksville                               NC         27         5090                                     15474     
Momeyer                                  NC         27         250                                      15475     
Moncure                                  NC         27         506                                      15476     
Monroe                                   NC         27         33951                                    15477     
Montreat                                 NC         27         677                                      15478     
Mooresboro                               NC         27         486                                      15479     
Mooresville                              NC         27         34930                                    15480     
Moravian Falls                           NC         27         1564                                     15481     
Morehead City                            NC         27         9162                                     15482     
Morganton                                NC         27         16748                                    15483     
Morrisville                              NC         27         21726                                    15484     
Morven                                   NC         27         510                                      15485     
Mountain Home                            NC         27         3603                                     15486     
Mountain View                            NC         27         3276                                     15487     
Mount Airy                               NC         27         10391                                    15488     
Mount Gilead                             NC         27         1282                                     15489     
Mount Holly                              NC         27         13924                                    15490     
Mount Olive                              NC         27         4756                                     15491     
Mount Pleasant                           NC         27         1825                                     15492     
Moyock                                   NC         27         3456                                     15493     
Mulberry                                 NC         27         2122                                     15494     
Murfreesboro                             NC         27         2920                                     15495     
Murphy                                   NC         27         2095                                     15496     
Murraysville                             NC         27         14844                                    15497     
Myrtle Grove                             NC         27         8972                                     15498     
Nags Head                                NC         27         2825                                     15499     
Nashville                                NC         27         5459                                     15500     
Navassa                                  NC         27         1887                                     15501     
Neuse Forest                             NC         27         2244                                     15502     
New Bern                                 NC         27         30218                                    15503     
Newland                                  NC         27         844                                      15504     
New London                               NC         27         596                                      15505     
Newport                                  NC         27         4598                                     15506     
Newton                                   NC         27         12980                                    15507     
Newton Grove                             NC         27         526                                      15508     
Norlina                                  NC         27         1131                                     15509     
Norman                                   NC         27         151                                      15510     
Northchase                               NC         27         3386                                     15511     
Northlakes                               NC         27         1681                                     15512     
North Topsail Beach                      NC         27         1047                                     15513     
Northwest                                NC         27         959                                      15514     
North Wilkesboro                         NC         27         4250                                     15515     
Norwood                                  NC         27         2881                                     15516     
Oakboro                                  NC         27         1924                                     15517     
Oak City                                 NC         27         371                                      15518     
Oak Island                               NC         27         7199                                     15519     
Oak Ridge                                NC         27         6513                                     15520     
Ocean Isle Beach                         NC         27         678                                      15521     
Ocracoke                                 NC         27         486                                      15522     
Ogden                                    NC         27         6802                                     15523     
Old Fort                                 NC         27         1033                                     15524     
Old Hundred                              NC         27         371                                      15525     
Oriental                                 NC         27         926                                      15526     
Orrum                                    NC         27         52                                       15527     
Ossipee                                  NC         27         692                                      15528     
Oxford                                   NC         27         8650                                     15529     
Pantego                                  NC         27         222                                      15530     
Parkton                                  NC         27         560                                      15531     
Parmele                                  NC         27         334                                      15532     
Patterson Springs                        NC         27         662                                      15533     
Peachland                                NC         27         396                                      15534     
Peletier                                 NC         27         866                                      15535     
Pembroke                                 NC         27         3002                                     15536     
Pikeville                                NC         27         751                                      15537     
Pilot Mountain                           NC         27         1725                                     15538     
Pinebluff                                NC         27         1255                                     15539     
Pinehurst village                        NC         27         15313                                    15540     
Pine Knoll Shores                        NC         27         1515                                     15541     
Pine Level                               NC         27         1991                                     15542     
Pinetops                                 NC         27         1161                                     15543     
Pinetown                                 NC         27         71                                       15544     
Pineville                                NC         27         8066                                     15545     
Piney Green                              NC         27         13738                                    15546     
Pink Hill                                NC         27         466                                      15547     
Pinnacle                                 NC         27         690                                      15548     
Pittsboro                                NC         27         3992                                     15549     
Plain View                               NC         27         2450                                     15550     
Pleasant Garden                          NC         27         4632                                     15551     
Pleasant Hill                            NC         27         621                                      15552     
Plymouth                                 NC         27         3736                                     15553     
Polkton                                  NC         27         3372                                     15554     
Polkville                                NC         27         496                                      15555     
Pollocksville                            NC         27         463                                      15556     
Porters Neck                             NC         27         6500                                     15557     
Potters Hill                             NC         27         523                                      15558     
Powellsville                             NC         27         279                                      15559     
Princeton                                NC         27         1310                                     15560     
Princeville                              NC         27         2188                                     15561     
Proctorville                             NC         27         176                                      15562     
Prospect                                 NC         27         921                                      15563     
Pumpkin Center                           NC         27         1869                                     15564     
Raeford                                  NC         27         4830                                     15565     
Raemon                                   NC         27         135                                      15566     
Raleigh                                  NC         27         432520                                   15567     
Ramseur                                  NC         27         1926                                     15568     
Randleman                                NC         27         4136                                     15569     
Ranlo                                    NC         27         3496                                     15570     
Raynham                                  NC         27         59                                       15571     
Red Cross                                NC         27         706                                      15572     
Red Oak                                  NC         27         3428                                     15573     
Red Springs                              NC         27         3451                                     15574     
Reidsville                               NC         27         14191                                    15575     
Rennert                                  NC         27         369                                      15576     
Rex                                      NC         27         65                                       15577     
Rhodhiss                                 NC         27         846                                      15578     
Richfield                                NC         27         653                                      15579     
Richlands                                NC         27         2394                                     15580     
Rich Square                              NC         27         927                                      15581     
Riegelwood                               NC         27         390                                      15582     
River Bend                               NC         27         3161                                     15583     
River Road                               NC         27         4124                                     15584     
Roanoke Rapids                           NC         27         15557                                    15585     
Robbins                                  NC         27         1201                                     15586     
Robbinsville                             NC         27         575                                      15587     
Robersonville                            NC         27         1501                                     15588     
Rockfish                                 NC         27         3810                                     15589     
Rockingham                               NC         27         9376                                     15590     
Rockwell                                 NC         27         1932                                     15591     
Rocky Mount                              NC         27         56642                                    15592     
Rocky Point                              NC         27         1967                                     15593     
Rodanthe                                 NC         27         270                                      15594     
Rolesville                               NC         27         5006                                     15595     
Ronda                                    NC         27         461                                      15596     
Roper                                    NC         27         445                                      15597     
Roseboro                                 NC         27         1655                                     15598     
Rose Hill                                NC         27         1844                                     15599     
Rosman                                   NC         27         721                                      15600     
Rougemont                                NC         27         838                                      15601     
Rowland                                  NC         27         1227                                     15602     
Roxboro                                  NC         27         8316                                     15603     
Roxobel                                  NC         27         290                                      15604     
Royal Pines                              NC         27         5084                                     15605     
Ruffin                                   NC         27         286                                      15606     
Rural Hall                               NC         27         3046                                     15607     
Ruth                                     NC         27         439                                      15608     
Rutherford College                       NC         27         1420                                     15609     
Rutherfordton                            NC         27         4193                                     15610     
St. Helena village                       NC         27         393                                      15611     
St. James                                NC         27         4050                                     15612     
St. Pauls                                NC         27         2223                                     15613     
St. Stephens                             NC         27         8954                                     15614     
Salem                                    NC         27         2182                                     15615     
Salemburg                                NC         27         374                                      15616     
Salisbury                                NC         27         33653                                    15617     
Saluda                                   NC         27         656                                      15618     
Salvo                                    NC         27         240                                      15619     
Sandy Creek                              NC         27         304                                      15620     
Sandyfield                               NC         27         473                                      15621     
Sanford                                  NC         27         28988                                    15622     
Saratoga                                 NC         27         493                                      15623     
Sawmills                                 NC         27         5130                                     15624     
Saxapahaw                                NC         27         1430                                     15625     
Scotch Meadows                           NC         27         572                                      15626     
Scotland Neck                            NC         27         1613                                     15627     
Seaboard                                 NC         27         736                                      15628     
Sea Breeze                               NC         27         1971                                     15629     
Seagrove                                 NC         27         308                                      15630     
Sedalia                                  NC         27         563                                      15631     
Selma                                    NC         27         6220                                     15632     
Seven Devils                             NC         27         240                                      15633     
Seven Lakes                              NC         27         4806                                     15634     
Seven Springs                            NC         27         76                                       15635     
Severn                                   NC         27         233                                      15636     
Shallotte                                NC         27         3816                                     15637     
Shannon                                  NC         27         345                                      15638     
Sharpsburg                               NC         27         2228                                     15639     
Shelby                                   NC         27         20245                                    15640     
Siler City                               NC         27         8193                                     15641     
Silver City                              NC         27         914                                      15642     
Silver Lake                              NC         27         5874                                     15643     
Simpson village                          NC         27         383                                      15644     
Sims                                     NC         27         333                                      15645     
Skippers Corner                          NC         27         2883                                     15646     
Smithfield                               NC         27         11562                                    15647     
Sneads Ferry                             NC         27         3714                                     15648     
Snow Hill                                NC         27         1847                                     15649     
Southern Pines                           NC         27         13018                                    15650     
Southern Shores                          NC         27         2789                                     15651     
South Henderson                          NC         27         735                                      15652     
South Mills                              NC         27         196                                      15653     
Southmont                                NC         27         1422                                     15654     
Southport                                NC         27         3154                                     15655     
South Rosemary                           NC         27         2736                                     15656     
South Weldon                             NC         27         696                                      15657     
Sparta                                   NC         27         1802                                     15658     
Speed                                    NC         27         95                                       15659     
Spencer                                  NC         27         3276                                     15660     
Spencer Mountain                         NC         27         21                                       15661     
Spindale                                 NC         27         4279                                     15662     
Spivey's Corner                          NC         27         492                                      15663     
Spring Hope                              NC         27         1289                                     15664     
Spring Lake                              NC         27         13336                                    15665     
Spruce Pine                              NC         27         2444                                     15666     
Staley                                   NC         27         363                                      15667     
Stallings                                NC         27         14495                                    15668     
Stanfield                                NC         27         1612                                     15669     
Stanley                                  NC         27         3615                                     15670     
Stantonsburg                             NC         27         814                                      15671     
Star                                     NC         27         870                                      15672     
Statesville                              NC         27         25443                                    15673     
Stedman                                  NC         27         1313                                     15674     
Stem                                     NC         27         859                                      15675     
Stokes                                   NC         27         361                                      15676     
Stokesdale                               NC         27         5221                                     15677     
Stoneville                               NC         27         1295                                     15678     
Stonewall                                NC         27         215                                      15679     
Stony Point                              NC         27         1770                                     15680     
Stovall                                  NC         27         388                                      15681     
Sugar Mountain village                   NC         27         465                                      15682     
Summerfield                              NC         27         10622                                    15683     
Sunbury                                  NC         27         284                                      15684     
Sunset Beach                             NC         27         3695                                     15685     
Surf City                                NC         27         2481                                     15686     
Swannanoa                                NC         27         4685                                     15687     
Swan Quarter                             NC         27         344                                      15688     
Swansboro                                NC         27         2956                                     15689     
Swepsonville                             NC         27         1275                                     15690     
Sylva                                    NC         27         2597                                     15691     
Tabor City                               NC         27         3946                                     15692     
Tarboro                                  NC         27         11292                                    15693     
Tar Heel                                 NC         27         173                                      15694     
Taylorsville                             NC         27         2183                                     15695     
Taylortown                               NC         27         1100                                     15696     
Teachey                                  NC         27         345                                      15697     
Thomasville                              NC         27         27084                                    15698     
Toast                                    NC         27         1293                                     15699     
Tobaccoville village                     NC         27         2537                                     15700     
Topsail Beach                            NC         27         356                                      15701     
Trenton                                  NC         27         363                                      15702     
Trent Woods                              NC         27         4212                                     15703     
Trinity                                  NC         27         6652                                     15704     
Troutman                                 NC         27         2476                                     15705     
Troy                                     NC         27         3446                                     15706     
Tryon                                    NC         27         1624                                     15707     
Turkey                                   NC         27         280                                      15708     
Tyro                                     NC         27         3525                                     15709     
Unionville                               NC         27         6295                                     15710     
Valdese                                  NC         27         4471                                     15711     
Valle Crucis                             NC         27         226                                      15712     
Valley Hill                              NC         27         2269                                     15713     
Vanceboro                                NC         27         1199                                     15714     
Vandemere                                NC         27         271                                      15715     
Vander                                   NC         27         1097                                     15716     
Vann Crossroads                          NC         27         406                                      15717     
Varnamtown                               NC         27         576                                      15718     
Vass                                     NC         27         637                                      15719     
Waco                                     NC         27         322                                      15720     
Wade                                     NC         27         562                                      15721     
Wadesboro                                NC         27         5664                                     15722     
Wagram                                   NC         27         897                                      15723     
Wake Forest                              NC         27         34786                                    15724     
Wakulla                                  NC         27         200                                      15725     
Walkertown                               NC         27         4839                                     15726     
Wallace                                  NC         27         3962                                     15727     
Wallburg                                 NC         27         3067                                     15728     
Walnut Cove                              NC         27         1751                                     15729     
Walnut Creek village                     NC         27         870                                      15730     
Walstonburg                              NC         27         317                                      15731     
Wanchese                                 NC         27         1475                                     15732     
Warrenton                                NC         27         932                                      15733     
Warsaw                                   NC         27         3168                                     15734     
Washington                               NC         27         9777                                     15735     
Washington Park                          NC         27         563                                      15736     
Watha                                    NC         27         216                                      15737     
Waves                                    NC         27         65                                       15738     
Waxhaw                                   NC         27         11586                                    15739     
Waynesville                              NC         27         9748                                     15740     
Weaverville                              NC         27         3834                                     15741     
Webster                                  NC         27         409                                      15742     
Weddington                               NC         27         10091                                    15743     
Welcome                                  NC         27         4743                                     15744     
Weldon                                   NC         27         1623                                     15745     
Wendell                                  NC         27         6169                                     15746     
Wentworth                                NC         27         2762                                     15747     
Wesley Chapel village                    NC         27         8010                                     15748     
West Canton                              NC         27         1346                                     15749     
West Jefferson                           NC         27         1232                                     15750     
West Marion                              NC         27         1413                                     15751     
Westport                                 NC         27         3708                                     15752     
Whispering Pines village                 NC         27         3067                                     15753     
Whitakers                                NC         27         898                                      15754     
White Lake                               NC         27         1248                                     15755     
White Oak                                NC         27         309                                      15756     
White Plains                             NC         27         1075                                     15757     
Whiteville                               NC         27         5512                                     15758     
Whitsett                                 NC         27         756                                      15759     
Wilkesboro                               NC         27         3548                                     15760     
Williamston                              NC         27         5569                                     15761     
Wilmington                               NC         27         111998                                   15762     
Wilson                                   NC         27         49478                                    15763     
Wilson's Mills                           NC         27         2662                                     15764     
Windsor                                  NC         27         3652                                     15765     
Winfall                                  NC         27         624                                      15766     
Wingate                                  NC         27         3742                                     15767     
Winston-Salem                            NC         27         236642                                   15768     
Winterville                              NC         27         9464                                     15769     
